,no_arr,nom_qr,nom_arr,nom_mun,geometry,centroid
0,05,Outremont,Outremont,Montréal,"MULTIPOLYGON (((-73.59061228620689 45.515337140707, -73.59078312701976 45.51515485963674, -73.59089989206582 45.515024727181824, -73.59099347669166 45.51492314079088, -73.59120397512811 45.51471922920715, -73.5912886370624 45.51464977712544, -73.59141911404734 45.514578578460416, -73.59160460213917 45.51451273511302, -73.59184513486707 45.51447294513523, -73.5920294579374 45.51447009700211, -73.59216767469239 45.51448465439428, -73.59326493110811 45.51451634120421, -73.59514810000282 45.514569683778525, -73.59532759959363 45.51458618279539, -73.5968586645862 45.514562576629906, -73.59706215991406 45.51453540605916, -73.59729842383891 45.51447113018094, -73.59744940903494 45.51442042551701, -73.59754078081322 45.514389749976175, -73.59757758718493 45.514367760295364, -73.59780348613326 45.514232307906994, -73.5978040135197 45.51423203747701, -73.59786143169923 45.51416395373254, -73.59889629625897 45.51311275622064, -73.59861882502643 45.51309202777437, -73.59853543659972 45.51309830924053, -73.5983685539648 45.51311078208852, -73.5982285403551 45.513154639089805, -73.59790577227069 45.51319028336708, -73.59780655561245 45.51320080752915, -73.59763087823755 45.51319474830559, -73.59742534695842 45.51320149325954, -73.59725459446814 45.51317401096275, -73.59718286985381 45.51314887401188, -73.59706666512267 45.513102986476255, -73.59694555559832 45.51302866524897, -73.59693233836167 45.51301634744692, -73.59685309787302 45.512917512532944, -73.59680098081644 45.512814064946134, -73.5967791898792 45.512726880348886, -73.59678702510756 45.51267881753385, -73.59679402534451 45.51263633498157, -73.59688193438983 45.51249632158853, -73.59688789522421 45.51227880382633, -73.5969080160077 45.51219248361798, -73.59690118411467 45.51177933223266, -73.59674591591705 45.511606137598264, -73.59666632310544 45.511546809693634, -73.59607313994678 45.511293890228494, -73.59569071649693 45.51113078418066, -73.59496721645733 45.51090568584879, -73.59435969782844 45.51090960902699, -73.5935087383312 45.510525949229105, -73.59418649695529 45.50978889068063, -73.59277701378572 45.508883005765746, -73.59146473684841 45.508070978127066, -73.59475613107487 45.50489226451574, -73.59560685572941 45.50405993062369, -73.59561287781929 45.50406325532342, -73.5957628852956 45.50413620396333, -73.59878447849555 45.505618154853146, -73.59884739669565 45.505562124809046, -73.59890877447745 45.50553066413991, -73.59892174602356 45.505523993428994, -73.5991063287176 45.50562579545086, -73.59929238157737 45.50548272507109, -73.59939083625852 45.50540695537439, -73.59939579065986 45.5054031713594, -73.60144124646368 45.506355298487726, -73.60248089814763 45.506836192694614, -73.60354590182828 45.505705190902994, -73.60354917666889 45.50570662782166, -73.60355907919029 45.505695909683546, -73.60611686026236 45.50686068069451, -73.60612004202227 45.50686868710974, -73.60633183805011 45.50739890847757, -73.60636832221492 45.50749030732105, -73.60819293248899 45.5083344371546, -73.6111224304762 45.50967467897871, -73.6121637766863 45.510139194422585, -73.61298425051434 45.510526345152286, -73.61392628656215 45.50947114288571, -73.61444744180163 45.50889583730332, -73.61463628866295 45.50868695440162, -73.61480786601213 45.50849959684287, -73.61564371786683 45.5075842457153, -73.61588879810719 45.50731401856953, -73.61614494101532 45.50703478034451, -73.61648775861283 45.50666042063711, -73.61674788515094 45.50637073778426, -73.61746063909595 45.50557689925706, -73.61759724170354 45.505431870053286, -73.61776197587443 45.50526251358601, -73.61823562754356 45.50472215652623, -73.61894853770976 45.50512494485046, -73.61894927753343 45.50512539404488, -73.6185917653875 45.50552713435611, -73.61836198301143 45.50578385259396, -73.61828775788236 45.50587518233025, -73.61823690587953 45.50593787006904, -73.61799921162714 45.50619846544417, -73.61799299812763 45.5062053113262, -73.61645437966712 45.507877878986534, -73.61622077603491 45.50813369677698, -73.61611081833227 45.5082535891631, -73.61604120081006 45.50833024387189, -73.61730584595225 45.5089070666156, -73.61789279640159 45.50917482118473, -73.61789300771204 45.50917491095953, -73.61749049962465 45.50963059970763, -73.61733652976645 45.50980498419821, -73.61687758237383 45.51033398289892, -73.61877109781976 45.51119650135477, -73.61835305576882 45.51164815945164, -73.61753601664475 45.5125309329849, -73.61778590377266 45.51263605721523, -73.61793867543786 45.51269367499245, -73.61819956666153 45.51281003605812, -73.61841364822656 45.51290547672731, -73.62071586399418 45.513932135040385, -73.62253060050563 45.51475039740034, -73.62469256471356 45.515734469009836, -73.6259708681884 45.51630947030912, -73.62666527021359 45.51660792843808, -73.62698773877271 45.51625074903294, -73.62672232416092 45.51658014738376, -73.62447748209388 45.519552106612835, -73.62086726422999 45.52365254129103, -73.62086378829302 45.523656504646176, -73.62025716782755 45.52434378888513, -73.61782685697914 45.52709982617243, -73.6178190615616 45.527108743481556, -73.61724010210335 45.52777834419635, -73.61723557231417 45.52778356841624, -73.61709257046218 45.52772090025041, -73.61709204210884 45.527720720806784, -73.61707840771858 45.52771470527717, -73.61663429059624 45.52752023561071, -73.61247963395921 45.52567154397582, -73.61242171872289 45.525646133071554, -73.61238398900619 45.52562943156652, -73.61237912746968 45.525627276525974, -73.61236242887098 45.525619733570934, -73.61233156822442 45.525605815063436, -73.6122396217174 45.52556495879275, -73.60279707159827 45.521349140418245, -73.59677874997716 45.51869088306838, -73.59654365689376 45.5185861504577, -73.59593336894903 45.5183137166056, -73.59533016593265 45.51804442331419, -73.59516481188447 45.5179706771346, -73.59138101330896 45.516281092674205, -73.59130937764712 45.51624650273571, -73.59026492047325 45.515780360255064, -73.59026291313349 45.51577946191333, -73.59026143409407 45.51577883313248, -73.5902069199436 45.51575502810458, -73.59029642247413 45.51567396387806, -73.59049087347991 45.5154665566002, -73.59061228620689 45.515337140707)))",POINT (-73.6086462431006 45.51564084775088)
1,09,Anjou,Anjou,Montréal,"MULTIPOLYGON (((-73.5367153995968 45.602694527586344, -73.53659588844685 45.602162626657766, -73.5378922354727 45.60267326529548, -73.53857707420823 45.602955519132934, -73.53929788101539 45.60325260506587, -73.53943448863222 45.603093633167404, -73.54217976821224 45.60424445245728, -73.54291391135783 45.60326390274181, -73.54293577684204 45.603234737310565, -73.54171378786135 45.60269443166071, -73.54113913377503 45.60243960437102, -73.53973335363308 45.60181745130028, -73.53973419887858 45.60181655109202, -73.54035880667813 45.601121688259255, -73.54073671228737 45.600701294089724, -73.54074041378885 45.60070246265854, -73.54414605614724 45.60175769684843, -73.54475914890294 45.60194248066008, -73.5448627164718 45.60161055164478, -73.5450248964834 45.60106046018306, -73.54495000866578 45.601024943054654, -73.54486846066281 45.60099059838173, -73.54486433203446 45.600984300602256, -73.54485099340638 45.600963967774, -73.54482590404344 45.600925641267004, -73.54480176760391 45.60088893422651, -73.5448141069535 45.60084942314299, -73.54482958911291 45.60077328430663, -73.54460643531746 45.60070155848432, -73.54448682357092 45.60066650846155, -73.54448777274914 45.60066344838274, -73.54465777536424 45.600110204603126, -73.54482777449849 45.59955678053509, -73.54450485445678 45.59940032164286, -73.5442473259975 45.598363899871075, -73.54424721963231 45.59836308998893, -73.5442438257792 45.59834968257239, -73.54420405305972 45.59819113297316, -73.54403811985158 45.5981329725675, -73.54386309191928 45.598071665710464, -73.54386139977969 45.598071036419746, -73.54420091999798 45.59756722317989, -73.54505914484626 45.59629332810643, -73.54550592608915 45.59562505395677, -73.54592439863535 45.595000255276986, -73.54592893918762 45.59499350408636, -73.5473240742671 45.59552469462955, -73.54744305054915 45.59556928107899, -73.54807719883057 45.59484917368678, -73.54823562762616 45.59466912382224, -73.54817947225541 45.594649079405286, -73.54807266122853 45.59461141794583, -73.54653258859184 45.594067876754345, -73.5465671181948 45.59401827733945, -73.54786787531823 45.591996169126354, -73.5483422118838 45.59124084995628, -73.54840344177406 45.59114201325618, -73.54868953671561 45.59068761407628, -73.54871350098176 45.59064962740271, -73.5489329775864 45.590300816122, -73.55748567550155 45.59314929589053, -73.55827291872967 45.59341230234091, -73.56110785906115 45.59435942204877, -73.56942066031127 45.59714863987147, -73.569655953699 45.59659270909656, -73.56966103084812 45.596594595822474, -73.57211726362654 45.59751998415064, -73.57217322018494 45.597541006822944, -73.5726733646238 45.59774767019064, -73.57290261990806 45.59785875360526, -73.57302924681588 45.597913387554236, -73.57459439039158 45.59867316430805, -73.5750445078423 45.59885294245767, -73.57525618448653 45.59893658527408, -73.57577517281314 45.59914340257968, -73.57623313628915 45.599255767216086, -73.57653675256947 45.599303259685705, -73.57672317679594 45.599319063125655, -73.5767367112594 45.59931977396687, -73.57712696190559 45.59931951116237, -73.57713171977038 45.59931950795007, -73.57736968189973 45.599369472284295, -73.57744582625018 45.599382829418346, -73.577274051117 45.599640861281266, -73.5771293960917 45.59986143811973, -73.57967652203052 45.60094642679621, -73.5835975516526 45.60266129121019, -73.58900221384296 45.60502470208572, -73.59202988246653 45.60637199371964, -73.59291115789722 45.60676094294901, -73.5932102102794 45.60689298662566, -73.59481797388557 45.607596385735626, -73.59711047971713 45.60859939317997, -73.60308450980699 45.61114829191001, -73.60166803923802 45.6118983786901, -73.6023542622215 45.61258772896367, -73.6014194256288 45.61290371209148, -73.60110236347603 45.61301819203088, -73.60016015858484 45.61336161868102, -73.59849776320515 45.614084253896664, -73.5983273323283 45.614174121975786, -73.59693099557687 45.614905324121025, -73.5966899111498 45.61505617372723, -73.59547232204037 45.61581924337337, -73.59390461183668 45.616891348057266, -73.59212122257127 45.61811488030798, -73.59015042131419 45.61945840071198, -73.5882715598154 45.62074296159559, -73.58671287329435 45.62180857031059, -73.58419435814058 45.62353018409576, -73.58155881305134 45.625331737502385, -73.57913668048562 45.62698720643872, -73.57856812762084 45.62738562918341, -73.57855713699128 45.627393375969646, -73.57400682628015 45.63049291463196, -73.56834939861564 45.63420055678682, -73.56834834010945 45.63420010746554, -73.5514220731954 45.62694985817224, -73.54925387186347 45.62600599762161, -73.54840708290108 45.62561939805323, -73.54706001645444 45.625035109017645, -73.53588701676271 45.6202071830911, -73.53747477199073 45.61662529487103, -73.53752474270279 45.61606688308174, -73.537166512686 45.615884857990025, -73.53786509897878 45.61388835331294, -73.53786647116507 45.61388439324367, -73.53941326499711 45.61415834333803, -73.54367558444142 45.61490165071091, -73.5437218076418 45.614909642248655, -73.54378211069098 45.614935356643116, -73.5438900216331 45.61498148073222, -73.54405908234492 45.61505358861429, -73.54407303462301 45.615043324233525, -73.54454455796642 45.61469991483138, -73.54471631732899 45.61457466993553, -73.54481028265951 45.61450623978429, -73.54527778050502 45.614165708621584, -73.54529033553456 45.61412817730056, -73.54530848239521 45.614074085373176, -73.54538904879435 45.613916568729124, -73.54550376721708 45.61375012929307, -73.54575147660078 45.61339096530075, -73.54575158221127 45.61339078527595, -73.54569647120975 45.613376408734396, -73.54569636545293 45.61337640877671, -73.54572457034176 45.61333680134307, -73.54577978706843 45.613351177828804, -73.54578918872748 45.613338035338955, -73.54610112986384 45.612900372427276, -73.54612332038386 45.61287813563071, -73.54626702286187 45.61272545235433, -73.54473298514701 45.612260268572534, -73.54458425823633 45.61221515109792, -73.5444915951301 45.6121872899316, -73.54449148937552 45.61218728997278, -73.54450395069206 45.61216487729414, -73.54468727919152 45.611835707664426, -73.54490270873173 45.61144911067468, -73.54507145961898 45.61114604358732, -73.54516365091678 45.610983122957116, -73.545174525921 45.61096134076667, -73.545189307534 45.610931817779424, -73.54520293858084 45.61091813371144, -73.54535055420448 45.610768959647, -73.54414766107507 45.61027456872268, -73.54405140810395 45.61024958829854, -73.54364376215754 45.610144184970046, -73.54328202267419 45.61005073164448, -73.54314811197251 45.610011006146365, -73.54298194036865 45.60996184354694, -73.54296755563601 45.60995833929746, -73.54263723241695 45.60987297132383, -73.54230521792789 45.60978724305492, -73.54227348662248 45.60977888561003, -73.54220558159436 45.609760912456814, -73.54170518218005 45.60963141876185, -73.54127438165465 45.60952016598298, -73.54116205133174 45.60948699971972, -73.5414401651625 45.60890249559597, -73.54150026522348 45.60866309687277, -73.5415346673901 45.60856598373508, -73.54158975326806 45.6084110886275, -73.5416434075939 45.60817979137419, -73.5416434075273 45.608179701382895, -73.54156862004044 45.60814679179419, -73.54149150547897 45.608112893096916, -73.54131887074696 45.608037002984396, -73.54114634229285 45.60796120256301, -73.54090093162333 45.60785330109124, -73.54095111599383 45.607791189092936, -73.54107610103831 45.60763653910821, -73.54107895355341 45.60763293842907, -73.5414515801808 45.60717177819611, -73.54162463232376 45.606957535871906, -73.54163604230375 45.6069434030725, -73.54144067183954 45.60686203194023, -73.54128697804634 45.60679810373998, -73.5410597699731 45.60670360471879, -73.54094140632691 45.606654421929946, -73.54082304288755 45.60660523901795, -73.54070467958994 45.60655596599149, -73.5405862108205 45.6065067828708, -73.54046795368099 45.60645750956053, -73.54040808407797 45.60643161324245, -73.54039803532032 45.60642729721132, -73.54035096470525 45.60640688580913, -73.54023387006764 45.60635608199201, -73.5401139230678 45.60630878871894, -73.53999556101414 45.60625951495479, -73.53987730491102 45.60621024103061, -73.53975904895132 45.60616087699217, -73.53964079326242 45.60611160282215, -73.53952253778053 45.60606232852925, -73.53939645525784 45.606009817123926, -73.53922943849948 45.60594013129254, -73.53826066492229 45.60553603865561, -73.5380250045699 45.60543694684841, -73.53765586138255 45.60528165402175, -73.5375464938894 45.60523570442705, -73.53771146876326 45.60494704774238, -73.53777790185511 45.60483084692182, -73.53746770012165 45.60473465830262, -73.53715580938393 45.604641169130325, -73.53712497553333 45.60454506835612, -73.53694601358768 45.60398645982727, -73.53650569550481 45.602651218928365, -73.53650389442154 45.60264573002758, -73.53666432816404 45.60269364407455, -73.5366942541843 45.602697504096945, -73.5367153995968 45.602694527586344)))",POINT (-73.56537802289924 45.61250248953921)
2,12,Desmarchais-Crawford,Verdun,Montréal,"MULTIPOLYGON (((-73.5766680156903 45.454683422339386, -73.5764452731007 45.45467493222395, -73.57641911775836 45.45467395979382, -73.57639204853585 45.454933429896776, -73.56351879580367 45.45443410896963, -73.56557546928906 45.451253826305134, -73.56692059102161 45.44952399481849, -73.56897876801892 45.44779380858653, -73.56897829209085 45.447403325475875, -73.57246090784612 45.444389343607355, -73.57625993981708 45.441263450625144, -73.57697231229939 45.44076107641733, -73.58379505674957 45.43500043734097, -73.59931597862276 45.43746436309336, -73.59936693204546 45.43748249757358, -73.5968214343201 45.44059730624569, -73.59504863829993 45.442710773510434, -73.59479793120126 45.44303945974888, -73.5946809405386 45.443192816462414, -73.59222432738632 45.44564950047117, -73.59211898999132 45.44564958547011, -73.5914913833638 45.44649135280619, -73.59115195237275 45.44694654325624, -73.59054325668473 45.44776282183367, -73.58957232038411 45.447974622947655, -73.58800373793491 45.449499708092794, -73.58708232226296 45.45039558291486, -73.58706252683528 45.45041476668922, -73.58705452191784 45.450420892370325, -73.58649512218838 45.45084950793343, -73.58601905822205 45.45123243113596, -73.58583568770098 45.45137997893913, -73.58546170971175 45.45163323194607, -73.58418807993274 45.45251413710789, -73.58407009742658 45.45260025806728, -73.58391842203642 45.452722401176906, -73.5832901764572 45.453266153473514, -73.58301563941112 45.45353183497039, -73.58270932367753 45.45384694538995, -73.58226128618263 45.45431973620169, -73.58225223371385 45.45433144190971, -73.58174143296336 45.45501846095306, -73.58166987244553 45.455124164803614, -73.58166301725176 45.45512398971722, -73.58166228045688 45.45512498017523, -73.58163137740706 45.455122842413964, -73.58121360617099 45.45509380224366, -73.58119198457976 45.45509228772043, -73.58104042192839 45.455007621235765, -73.58073626906922 45.45485628713661, -73.5766680156903 45.454683422339386)))",POINT (-73.5816314226571 45.445541137512315)
3,14,Grande-Prairie,Saint-Léonard,Montréal,"MULTIPOLYGON (((-73.56601346389638 45.58285000183628, -73.566039146327 45.582847827191074, -73.566108461284 45.58282744896938, -73.56614039309717 45.58274643792913, -73.56613756038489 45.58267444618404, -73.56614891777897 45.58253495242192, -73.56620174477835 45.58251584357284, -73.56625568080925 45.582541009989406, -73.56628631759192 45.582527493456496, -73.56633755841983 45.582507845514556, -73.56640045641518 45.58251392841059, -73.56676140331899 45.5823231155444, -73.56677427569963 45.58230384978913, -73.56681278858478 45.582247312459494, -73.56693182930341 45.58217884905394, -73.56700858398413 45.58210492083885, -73.56710587686523 45.581969966106996, -73.5672627158669 45.58204456701503, -73.56731358452782 45.58206793490541, -73.56732573290992 45.58206216827497, -73.56739303279029 45.582037290871476, -73.56740830707902 45.58199390583976, -73.56742868340277 45.58188608370565, -73.56747742617763 45.58189955368661, -73.56752475067596 45.58187612786991, -73.56759020556872 45.581899487015086, -73.56763502785489 45.58190485999134, -73.56771702435512 45.58188411331437, -73.56779905870559 45.581894863666655, -73.56785930635996 45.58189482789443, -73.56789766592502 45.58188760576219, -73.56794636658648 45.58186606877948, -73.56797308320738 45.58184544477628, -73.56799861866818 45.58180952287307, -73.56800618542788 45.581773521670414, -73.56800888466756 45.58173302377752, -73.56801645141047 45.581697022573735, -73.56803842100702 45.581684230662916, -73.56807943153748 45.5816842062303, -73.56813281321703 45.58168795405876, -73.56819222247984 45.58169403804978, -73.56826396801816 45.5816750969331, -73.56835873256162 45.58163724373215, -73.56841249634583 45.581607514270786, -73.56843813809968 45.5815724021299, -73.56842909809784 45.58152651175286, -73.56838026365433 45.5814374491611, -73.56837125212085 45.581414956616904, -73.56878075733194 45.581530800153544, -73.56909606674205 45.58162933082501, -73.56989082206508 45.58189936254805, -73.5706856908139 45.58216947865088, -73.57141805751617 45.582406691326355, -73.57297478801162 45.58289652240978, -73.57311298901405 45.58293630037966, -73.57369632080976 45.583079012400766, -73.57418845553275 45.583156086742655, -73.5769057426789 45.58327388876759, -73.57724294558543 45.583287699971805, -73.57805611465984 45.58329956610516, -73.57894607468663 45.58327321691801, -73.57975482634079 45.58322585945834, -73.58070618551675 45.58311828114097, -73.58128644874992 45.58302436832313, -73.58193329938152 45.5828567915838, -73.58270726449965 45.58259147818737, -73.58399591376438 45.58214390895604, -73.58457620746191 45.58193982949528, -73.58457715833569 45.58193955881607, -73.58459606821954 45.58193288542532, -73.58468894494588 45.58191184853354, -73.58535831059375 45.58176034419666, -73.5861738945156 45.5817058268263, -73.58619418631993 45.5817044616414, -73.58693647480325 45.58175735426061, -73.58775499020938 45.58195723003765, -73.588326135859 45.5821304739326, -73.58850052692385 45.582190813414336, -73.58915917675226 45.58241888027394, -73.5898350072466 45.58267959681683, -73.59000179761193 45.58274389961408, -73.59182058640646 45.583664417432054, -73.59273474651098 45.58408457025139, -73.59353881982126 45.584529823611156, -73.59373476179857 45.58463837298194, -73.59405601894362 45.58484391995113, -73.5945063756112 45.585132151641076, -73.59550678918944 45.585899578686735, -73.59596159372556 45.58630739980651, -73.59622150009089 45.586540439605166, -73.59701287950695 45.58743500737929, -73.59787397306991 45.58858796582019, -73.59844358265198 45.589338006613154, -73.60061232356203 45.59168228839611, -73.60203814822763 45.593216640050024, -73.60214373793177 45.593320215972604, -73.60253258765299 45.59367659418445, -73.60347707476343 45.594244309222866, -73.6076089036286 45.59609314767371, -73.60925879050035 45.59683131189129, -73.6093473820713 45.59688234230519, -73.61027829065988 45.597418246794604, -73.61114576202284 45.5981055710734, -73.61193780698488 45.599133670344145, -73.612145732178 45.5994290884027, -73.61225280971478 45.59957431945826, -73.6127594000841 45.600171723829135, -73.61324960844921 45.60055685230279, -73.61358774904261 45.60082244132478, -73.61474137847352 45.601743340747696, -73.61327226453034 45.60351385817054, -73.61240549893084 45.60455843451881, -73.61231023580729 45.6046688576529, -73.61202085724419 45.60500426968872, -73.61028124315759 45.60702068893856, -73.61022100287441 45.607092200205834, -73.61005717148302 45.60729195896141, -73.60992674725462 45.60743382090131, -73.6094175437321 45.608012504087675, -73.60855875251912 45.6088783200231, -73.60843745541034 45.60898615483137, -73.60792028952268 45.609453609484284, -73.60779295792153 45.609559199515004, -73.60665516940057 45.61043723265556, -73.60623964337654 45.61075789884369, -73.60569671629318 45.6102529213601, -73.60480486535127 45.60942951267623, -73.60355613689491 45.61009775698568, -73.60374130912476 45.6102713621792, -73.60411641150073 45.61061622754032, -73.60411186851628 45.61061857145418, -73.604116423822 45.610622886884684, -73.60308450980699 45.61114829191001, -73.59711047971713 45.60859939317997, -73.59481797388557 45.607596385735626, -73.5932102102794 45.60689298662566, -73.59291115789722 45.60676094294901, -73.59202988246653 45.60637199371964, -73.58900221384296 45.60502470208572, -73.5835975516526 45.60266129121019, -73.57967652203052 45.60094642679621, -73.5771293960917 45.59986143811973, -73.577274051117 45.599640861281266, -73.57744582625018 45.599382829418346, -73.57736968189973 45.599369472284295, -73.57713171977038 45.59931950795007, -73.57712696190559 45.59931951116237, -73.5767367112594 45.59931977396687, -73.57672317679594 45.599319063125655, -73.57653675256947 45.599303259685705, -73.57623313628915 45.599255767216086, -73.57577517281314 45.59914340257968, -73.57525618448653 45.59893658527408, -73.5750445078423 45.59885294245767, -73.57459439039158 45.59867316430805, -73.57302924681588 45.597913387554236, -73.57290261990806 45.59785875360526, -73.5726733646238 45.59774767019064, -73.57217322018494 45.597541006822944, -73.57211726362654 45.59751998415064, -73.56966103084812 45.596594595822474, -73.56966155802672 45.59659342561134, -73.56965690400126 45.5965917186105, -73.56966417086934 45.59656894632675, -73.56967598881286 45.59655013089335, -73.5696786194674 45.59654005023947, -73.56879680120021 45.595098380522806, -73.56874028524511 45.59496252732346, -73.56879404724724 45.59474804512277, -73.56904759349595 45.593734137357345, -73.56879914005678 45.59277290737006, -73.5686755018659 45.59229548646023, -73.56760255966017 45.590431320605575, -73.56730246431214 45.5899223252493, -73.5663608115937 45.58833875347246, -73.56627226900396 45.58828480988653, -73.56600970550245 45.58812099712726, -73.56422221733393 45.587244687373115, -73.56418240047897 45.5871826155048, -73.56417672486089 45.587118454639054, -73.56415462836473 45.58683688313417, -73.56420517779549 45.585650314494664, -73.56421620592977 45.58540274116567, -73.56408510663826 45.58519412405464, -73.56394405564325 45.58497093370167, -73.56501455927165 45.584643119664776, -73.56544958074338 45.584507793715346, -73.56607194473123 45.584316473057314, -73.56593079475005 45.584194165885556, -73.56580811900149 45.58405114980271, -73.56572937927763 45.583967502843336, -73.56562547027796 45.58387307128448, -73.56545930840869 45.583691833312734, -73.56540576611519 45.58364227854467, -73.56534703288186 45.58358264764819, -73.56519067832924 45.583380165619985, -73.56507174555819 45.58327161341976, -73.56491589022953 45.583133834770464, -73.56489028180802 45.58310865163665, -73.56487874185845 45.58309245968053, -73.56482743701682 45.58305739203335, -73.56492347770624 45.583022240718975, -73.56498102593767 45.58297181263182, -73.56509501451721 45.582918652616556, -73.56524236440765 45.58283136657363, -73.56527568579143 45.582853845470964, -73.5655996145506 45.582819283078095, -73.5656046874919 45.58281874021455, -73.5658649561892 45.58285008755619, -73.56601346389638 45.58285000183628)))",POINT (-73.58926078628207 45.59523741070662)
4,15,Chameran/Montpellier,Saint-Laurent,Montréal,"MULTIPOLYGON (((-73.6667467929427 45.52801810178252, -73.66859311218568 45.524787896169734, -73.66843860529619 45.51731251947571, -73.66875529408742 45.51503811426513, -73.67008793272598 45.510340941090625, -73.67013603639022 45.510364897554574, -73.67165715242699 45.51114465996522, -73.67238448429966 45.51155555201829, -73.67422661889078 45.51268729714442, -73.67646681332593 45.51408486686182, -73.67677081739713 45.51427455165909, -73.67697240691247 45.514392940054655, -73.67765090086269 45.514791544980866, -73.6778428742844 45.51490589710757, -73.67895881745996 45.51561941709974, -73.6798002217532 45.516144463689905, -73.68006627974124 45.51631314105765, -73.68006839553347 45.5163144876143, -73.68007039685362 45.5163130445749, -73.68007261850731 45.51631448095737, -73.67978151252096 45.51653524182085, -73.67659721275473 45.51901896969691, -73.67400187738752 45.52104985870791, -73.67392205823734 45.5211190946659, -73.67391280238986 45.52113062782491, -73.67351520679759 45.52165669987018, -73.67318542561291 45.52215998953145, -73.67212870486019 45.52378145499849, -73.67164691528066 45.52454936741165, -73.68667864557035 45.528987895835044, -73.68648402531389 45.529147050632716, -73.68641177749922 45.52920548374902, -73.68568102601195 45.529717021819536, -73.68542194758636 45.529929285168954, -73.68519467282017 45.530115398521666, -73.68518814303609 45.53012071866923, -73.68519468551956 45.530119268181586, -73.68519470058165 45.530123857778264, -73.68422022908028 45.53035392456794, -73.68331622677621 45.53056407160701, -73.68254992533757 45.53074240412569, -73.68060298344834 45.531183762592306, -73.67968701576694 45.53139218993699, -73.67797389845124 45.531786339377334, -73.67718580230172 45.53196251000484, -73.67640399834895 45.53212615651025, -73.675422481693 45.53225275762169, -73.67537053897553 45.53225751698772, -73.67475555002264 45.53230867529656, -73.6735202387614 45.53232612712217, -73.67261216371676 45.53229843529015, -73.67227307310628 45.532265919909584, -73.67144856955468 45.53218076751872, -73.67099324607875 45.5321253846396, -73.67037195504196 45.5320138222745, -73.6701176669871 45.53194607689429, -73.66988504560281 45.53188405824979, -73.66887153829167 45.53159317524568, -73.6653965818644 45.53059493246289, -73.66529141857691 45.530564307222996, -73.6667467929427 45.52801810178252)))",POINT (-73.67360853010942 45.52347270234935)
5,16,Est,Montréal-Nord,Montréal,"MULTIPOLYGON (((-73.60779295792153 45.609559199515004, -73.60792028952268 45.609453609484284, -73.60843745541034 45.60898615483137, -73.60855875251912 45.6088783200231, -73.6094175437321 45.608012504087675, -73.60992674725462 45.60743382090131, -73.61005717148302 45.60729195896141, -73.61022100287441 45.607092200205834, -73.61028124315759 45.60702068893856, -73.61202085724419 45.60500426968872, -73.61231023580729 45.6046688576529, -73.61240549893084 45.60455843451881, -73.61327226453034 45.60351385817054, -73.61474137847352 45.601743340747696, -73.61358774904261 45.60082244132478, -73.61324960844921 45.60055685230279, -73.61378800091956 45.60097594742988, -73.614741786554 45.60173605103177, -73.61474136471563 45.60173659140406, -73.61926458389392 45.606020138941716, -73.62000765531086 45.6067215633531, -73.62266699175703 45.60923156684351, -73.63357236135542 45.61952180303437, -73.63338479985245 45.61973044168511, -73.6326196411466 45.62034696191711, -73.63184549108551 45.621015412215584, -73.63130175432536 45.621527997953734, -73.63003774134269 45.6226106869452, -73.62829437974833 45.62391302935104, -73.62693124109211 45.62480582364503, -73.62662713263262 45.62523055899083, -73.623565270448 45.62721389475382, -73.62120508344962 45.62924491061749, -73.62071682534261 45.629861055973635, -73.62069414894032 45.62984344169914, -73.61979241404069 45.62899937535367, -73.61968567305024 45.62889869730731, -73.61925702493146 45.6284981456492, -73.616781179742 45.62618325439121, -73.6108709620027 45.62058908753768, -73.60714903447965 45.61704932700499, -73.60339309102639 45.61356283862778, -73.6023542622215 45.61258772896367, -73.60166803923802 45.6118983786901, -73.60308450980699 45.61114829191001, -73.604116423822 45.610622886884684, -73.60411186851628 45.61061857145418, -73.60411641150073 45.61061622754032, -73.60374130912476 45.6102713621792, -73.60355613689491 45.61009775698568, -73.60480486535127 45.60942951267623, -73.60569671629318 45.6102529213601, -73.60623964337654 45.61075789884369, -73.60665516940057 45.61043723265556, -73.60779295792153 45.609559199515004)))",POINT (-73.61800659757964 45.616067473996964)
